prefered placename	tgn id	latitude	longitude	tgn placetype	place category	google maps	Comment	Uncertainty	name var 1	name var 2	name var 3	name var 4	name var 5	name var 6	name var 7	name var 8	name var 9	name var 10	name var 11	name var 12	name var 13	name var 14	name var 15	name var 16	name var 17	name var 18	name var 19	name var 20	name var 21	name var 22	name var 23	name var 24	name var 25	name var 26	name var 27	name var 28	name var 29	name var 30	name var 31	name var 32	name var 33	name var 34	name var 35	name var 36
Matsumoto	7004653	36.3	137.9667	Inhabited place	Point	https://www.google.com/maps/place/36.3+137.9667		false	Matsumoto, Japan	Matsumoto																																		
Matsuyama	7004655	33.8333	132.7833	Inhabited place	Point	https://www.google.com/maps/place/33.8333+132.7833		false	Matsuyama, Japan																																			
Medan	1078112	3.5833	98.65	Inhabited place	Point	https://www.google.com/maps/place/3.5833+98.65		false	Medan	Medan, Perak	Medan, S’tra.	Medan, Sumatra	Medin	Medan Sumatra																														
Meng-tzu	7001884	23.3333	103.35	Inhabited place	Point	https://www.google.com/maps/place/23.3333+103.35		true	Mêngtszu	Mêngtzu	Mongtszu																																	
Mengtsz	8620192	23.360024	103.43684	Inhabited place	Point	https://www.google.com/maps/place/23.360024+103.43684		false	Mengtsz	Mêngtsz	Mengtszu	Mengtzu																																
Mindanao	7016744	6.5	125	Island (landform)	Polygon	https://www.google.com/maps/place/6.5+125		false	Mindanao, Philippines																																			
Miyazaki	1140503	35.9333	136.0833	Inhabited place	Point	https://www.google.com/maps/place/35.9333+136.0833		false	Miyazaki, Japan																																			
Moji	7004636	33.8667	130.8167	Inhabited place	Point	https://www.google.com/maps/place/33.8667+130.8167	Moji is a district in the city Kitakyūshū	false	Moji	Moji, Japan	Moji, Japon																																	
Mokpo	7002226	34.7833	126.3833	Inhabited place	Point	https://www.google.com/maps/place/34.7833+126.3833		false	Mokpo, Corea																																			
Molin	8074297	22.244288	112.604125	Inhabited place	Point	https://www.google.com/maps/place/22.244288+112.604125	Molin, Canton/Guangdong/Kwangtung	false	Moilim, Kwangtung	Moilin, Kwangtung	Molim, Kwangtung																																	
Mongolia	7029379	46	105	Nation	Polygon	https://www.google.com/maps/place/46+105	Obviously this is for the country, so problematic	false	Mongolia																																			
Muangnan		18.775833	100.773541		Point	https://www.google.com/maps/place/18.793611+100.729444		false	Muangnan, Siam	Muangnan																																		
Muar	1082880	2.0167	102.5833	Inhabited place	Point	https://www.google.com/maps/place/2.0167+102.5833		false	Muar, Johore	Muar																																		
Mui-ngoc, Tonkin	1087175	21.5333	107.9667	Inhabited place	Point	https://www.google.com/maps/place/21.5333+107.9667	Near Móng Cái, Vietnam (1087175)	true	Mui-ngoc, Tonkin																																			
Mukden	7016661	41.792222	123.432778	Inhabited place	Point	https://www.google.com/maps/place/41.792222+123.432778		false	Moukden	Mukden	Makden	M'den	M’den.	Muklen	Mukolen	Mudken	Moukden, Manchuria																											
Mytho	1087179	10.35	106.35	Inhabited place	Point	https://www.google.com/maps/place/10.35+106.35		false	Mytho, Cochinchine	Mytho, Cochin China	Mytho, Cochin-China	Mythó, Cochin-China																																
Nagasaki	7004735	32.75	129.8667	Inhabited place	Point	https://www.google.com/maps/place/32.75+129.8667		false	Nagasaki	N’saki																																		
Nagoya	7004736	35.1333	136.8833	Inhabited place	Point	https://www.google.com/maps/place/35.1333+136.8833		false	Nagoya	Nagoya, Japan																																		
Naguilian	1084483	17.0667	121.8	Inhabited place	Point	https://www.google.com/maps/place/17.0667+121.8		false	Naiguilian, Philippines																																			
Nakatsu	7004738	33.6167	131.1833	Inhabited place	Point	https://www.google.com/maps/place/33.6167+131.1833	Uncertain: there are two other places with the same name	true	Nakatsu, Japan																																			
Nakayama	1080955	33.6333	132.7	Inhabited place	Point	https://www.google.com/maps/place/33.6333+132.7		false	Nakayama, Japan	Nakayama																																		
Namdinh	1087182	20.4167	106.1667	Inhabited place	Point	https://www.google.com/maps/place/20.4167+106.1667		false	Namdinh, Tonkin	Nandinh, Tonkin	Nam Dinh, Tonkin																																	
Namhung	1070667	25.2333	114.3333	Inhabited place	Point	https://www.google.com/maps/place/25.2333+114.3333		false	Namhyung, Kwangtung																																			
Nanchang-fu	7001477	28.683333	115.883333	Inhabited place	Point	https://www.google.com/maps/place/28.683333+115.883333		false	Nanchanfu, Kiangsi																																			
Naniwa Jogakko	1005163	34.65	135.5	Neighborhood	Point	https://www.google.com/maps/place/34.65+135.5	Neighbourhood in Osaka - Proabably	false	Naniwa Jogakko, Japan																																			
Nanking	7001892	32.061667	118.777778	Inhabited place	Point	https://www.google.com/maps/place/32.061667+118.777778		false	Nanking	Nankng	Nantziang, Kiangsu	Nantziang, Kiangtzu																																
Nanning	7001891	22.816667	108.316667	Inhabited place	Point	https://www.google.com/maps/place/22.816667+108.316667	via map	false	Nanning																																			
Negri Sembilan	1001907	2.75	102.166667	State (political division)	Polygon	https://www.google.com/maps/place/2.75+102.166667		false	Negri Sembiban	Negri Sembilam	Negri Sembilan	Negri Semblian	Negri Sernbilan	N. Sembilan	Negri S'lan	Negri Semhilan																												
Newchang	7002219	40.664823	122.228329	Inhabited place	Point	https://www.google.com/maps/place/40.664823+122.228329	Modern name is: Yingkou, Liaoning Province	false	Newchang	Newchwang	Newcliwang	Newehwang																																
Nganking	1066557	30.513646	117.047234	Inhabited place	Point	https://www.google.com/maps/place/30.513646+117.047234		false	Nganking	Ngankin	Nganking, Anhwei																																	
Nganluhfu, Hupeh						https://www.google.com/maps/place/+	not found	true	Nganluhfu, Hupeh																																			
Nghe An, Annam	7594829	19.25	104.916667	Province	Polygon	https://www.google.com/maps/place/19.25+104.916667	Province in north/central Vietnam	true	Nghean, Annam																																			
Ngoc Duong, Tonkin		22.842097	105.01499		Point	https://www.google.com/maps/place/22.842097+105.01499	Ngoc Duong is in central Hà Giang province (TGN: 7594818)	false	Ngoeduong, Tonkin																																			
Nha-trang, Annam	7016912	12.248089	109.19436	Inhabited place	Point	https://www.google.com/maps/place/12.248089+109.19436		false	Nha-trang, Annam	Nha Trang																																		
Nhatrang	7016912	12.248089	109.19436	Inhabited place	Point	https://www.google.com/maps/place/12.248089+109.19436		false	Nhatrang	Nhatrang, Annam	Nhatrang, Tonkin																																	
Nibong Tebal	1082884	5.2	100.4667	Inhabited place	Point	https://www.google.com/maps/place/5.2+100.4667		false	Nibong Tebal, Province Wellesley South																																			
Nicolajewsk, Eastern Siberia	1057527	53.1667	140.7333	Inhabited place	Point	https://www.google.com/maps/place/53.1667+140.7333		false	Nicolajewsk, Eastern Siberia	Nicolajefsk	Nicolajewsk	Nicolajewsk, Siberia																																
Niigata	7004740	37.9667	139.0333	Inhabited place	Point	https://www.google.com/maps/place/37.9667+139.0333		false	Niigata, Japan	Niigata																																		
Nikolsk	1060741	43.8	131.9833	Inhabited place	Point	https://www.google.com/maps/place/43.8+131.9833	There are two more places in Russia with this name, but both out of Siberia	false	Nikolsk	Nikolsk, Eastern Siberia	Nikolsk, Siberia	Nicolsk, Siberia	Nicolsk	Nicolsk, Eastern Siberia																														
Ninghai	8631657	37.60277	118.396165	Fourth level subdivision	Polygon	https://www.google.com/maps/place/37.60277+118.396165		false	Ninghai	Ninghai, Shantung																																		
Ninghai, Chehkiang	1070726	29.289167	121.424722	Inhabited place	Point	https://www.google.com/maps/place/29.289167+121.424722		false	Ninghai. Chehkiang																																			
Ningpo	7023881	29.878186	121.549453	Inhabited place	Point	https://www.google.com/maps/place/29.878186+121.549453		false	Ningpo																																			
Ninh-binh, Tonkin	1087190	20.25	105.9833	Inhabited place	Point	https://www.google.com/maps/place/20.25+105.9833		false	Ninhbinh, Tonkin	Ninhdinh, Tonkin	Ninbinh, Tonkin																																	
Ninh-hoa, Annam	1087191	12.4667	109.1167	Inhabited place	Point	https://www.google.com/maps/place/12.4667+109.1167		false	Ninh-hoa, Annam																																			
Ninhcuong, Tonkin		20.194389	106.206921		Point	https://www.google.com/maps/place/20.194389+106.206921	Located in Nam Dinh province (TGN: 7594828)	false	Ninhcuong, Tonkin Central																																			
North China						https://www.google.com/maps/place/+	Not very specific - Coordinates possibly futile	true	North China																																			
North Kiangsi						https://www.google.com/maps/place/+		true	North Kiangse																																			
Northern Hunan						https://www.google.com/maps/place/+		true	Northern Hunan																																			
Novokiefsh, Siberia		51.665316	128.920798		Point	https://www.google.com/maps/place/51.665316+128.920798	Located in the Amur[skaya] Oblast (TGN: 1003354) under the modern name: "Novokiyevskiy Uval"	false	Novokiefsh, Siberia	Nowokieffsk, Siberia																																		
Nueva Caceres	1140740	13.619	123.169	Inhabited place	Point	https://www.google.com/maps/place/13.619+123.169		false	Nueva Caceres, Philippines	Nueva Caceres																																		
Nyenhangli, Kwangtung		23.799206	115.462014		Point	https://www.google.com/maps/place/23.799206+115.462014	Located in Guangdong/Canton Province: Its modern Chinese name is "Yuankeng", but highly uncertain. see https://books.google.ch/books?id=pyO57ibiyHMC&pg=PA102&lpg=PA102&dq=Nyenhangli,+Kwangtung&source=bl&ots=2kLQlRlDkb&sig=ACfU3U3bF6UPgYCALp6SuklxGtzfSrXnUA&hl=de&sa=X&ved=2ahUKEwjdm-W1sZfmAhVDUlAKHQTAAAcQ6AEwBXoECAoQAQ#v=onepage&q=Nyenhangli%2C%20Kwangtung&f=false	true	Nyenhangli, Kwangtung																																			
Oita, Japan	7004859	33.25	131.6	Inhabited place	Point	https://www.google.com/maps/place/33.25+131.6		false	Oita, Japan																																			
Okayama	7004752	34.6667	133.9	Inhabited place	Point	https://www.google.com/maps/place/34.6667+133.9		false	Okayama, Japan	Okayama																																		
Osaka	7004756	34.6667	135.5	Inhabited place	Point	https://www.google.com/maps/place/34.6667+135.5		false	Osaka	Osaka, Japan																																		
Otaru	1081133	43.2333	140.9833	Inhabited place	Point	https://www.google.com/maps/place/43.2333+140.9833		false	Otaru	Otaru, Japan																																		
P'ang-chuang	8275870	35.658	118.55	Inhabited place	Point	https://www.google.com/maps/place/35.658+118.55	two possibilities 8275870 or 8288178	false	P'ang-chuang, Shantung	P'ang-chuang																																		
Pacheo, Szechuen						https://www.google.com/maps/place/+	Somewhere in Sichuan Province (TGN: 7002087)	true	Pacheo, Szechuen																																			
Padang		-0.95	100.353056		Point	https://www.google.com/maps/place/-0.95+100.353056	via map	false	Padang	P’dang																																		
Padang Rengas, Perak		4.776155	100.840613		Point	https://www.google.com/maps/place/4.776155+100.840613	ca. 2km west of Kuala Kangsar (TGN: 1082810)	false	Padang Rengas, Perak																																			
Pahang	7016759	3.5	102.75	State (political division)	Polygon	https://www.google.com/maps/place/3.5+102.75		false	Pahang	Ulu Pahang																																		
Pakeo, Chihli						https://www.google.com/maps/place/+	Somewhere in Hebei Province (TGN: 7002077); not found yet	true	Pa-keo, Chili	Pakeo, Chihli																																		
Pakhoi	7001894	21.483333	109.1	Inhabited place	Point	https://www.google.com/maps/place/21.483333+109.1		false	Pakhoi	Pakaoi																																		
Paknampho, Siam		15.6833	100.1167		Point	https://www.google.com/maps/place/15.6833+100.1167	Pak Nam Pho Sub-district is a part of Nakhon Sawan (TGN: 108559)	false	Paknampho, Siam																																			
Palembang	7016481	-2.9833	104.75	Inhabited place	Point	https://www.google.com/maps/place/-2.9833+104.75		false	Palembang																																			
Pampanga	1001482	15.069	120.69	Province	Polygon	https://www.google.com/maps/place/15.069+120.69		false	Pampanga, Philippines	Pampanga	Pampangor, Philippines																																	
Pang-hai, Kweichow	8624774	26.7314	108.059	Fourth level subdivision	Polygon	https://www.google.com/maps/place/26.7314+108.059	Modern-day Panghai Zhen, Guizhou Province	false	Pang-hai, Kweichow																																			
Pao-ning, Szechuen	8209945	31.55037	105.99381	Inhabited place	Point	https://www.google.com/maps/place/31.55037+105.99381	Modern-day Langzhong, Sichuan Province	false	Pao-ning, Szechuen	Paoning-fu, Szechuen	Paoning, Szechuen																																	
Pao-ning-fu	8209945	31.55037	105.99381	Inhabited place	Point	https://www.google.com/maps/place/31.55037+105.99381		false	Paoningfu, Szechuen																																			
Pao-t’eo, Mongolia	1068755	40.810556	111.652222	Inhabited place	Point	https://www.google.com/maps/place/40.810556+111.652222	Actually in "Inner Mongolia" (China); nowadays it's called "Hohhot" (Formerly also Kweisui).	false	Pao-t’eo, Mongolia																																			
Paotingfu, North China	1066765	38.851111	115.490278	Inhabited place	Point	https://www.google.com/maps/place/38.851111+115.490278	Nowadays "Baoding", Hebei	false	Paotingfu, North China	Paoting-fu, Chihli																																		
Papar	1082897	5.7333	115.9167	Inhabited place	Point	https://www.google.com/maps/place/5.7333+115.9167		false	Papar, British North Borneo																																			
Patatan		5.916667	116.116667		Point	https://www.google.com/maps/place/5.916667+116.116667		false	Patatan, British North Borneo																																			
Pawlinoffsk, Eastern Siberia	7014810	53.05	158.7167	Inhabited place	Point	https://www.google.com/maps/place/53.05+158.7167	Possibly refers to what is now Pertopavlovsk-Kamchatskiy (TGN: 7014810), but very uncertain	true	Pawlinoffsk, E. Siberia	Pawlinoffsk, Eastern Siberia																																		
Peiping	7001758	39.928819	116.388869	Inhabited place	Point	https://www.google.com/maps/place/39.928819+116.388869		false	Peiping	Peping	Peiping ’ g	Peking	Pekng	Pekin																														
Pekan, Pahang	1082906	3.4833	103.3833	Inhabited place	Point	https://www.google.com/maps/place/3.4833+103.3833		false	Pekan, Pahang																																			
Penang	7018057	5.32623	100.321579	State (political division)	Polygon	https://www.google.com/maps/place/5.32623+100.321579		false	Penang	Penang.	Penang, S.S.	Penasg	Pennag																															
Perak	7016763	5	101	State (political division)	Polygon	https://www.google.com/maps/place/5+101		false	Perak		Peaak	Peark																																
Gaols, Perak	7016763	5	101		Polygon		Gaols is a prison, therefore a Point, but the position is unknown	false	Gaols, Perak																																			
Perlis	7016762	6.502948	100.24598	State (political division)	Polygon	https://www.google.com/maps/place/6.502948+100.24598		false	Perlis																																			
Petchaburee	7000942	12.9667	99.5833	Province	Polygon	https://www.google.com/maps/place/12.9667+99.5833		false	Petchaburee, Siam																																			
Petrieu		13.616667	101.416667		Point	https://www.google.com/maps/place/13.616667+101.416667		false	Petrieu, Siam																																			
Phan-thiet, Annam	1087194	10.9333	108.1	Inhabited place	Point	https://www.google.com/maps/place/10.9333+108.1		false	Phanthiet, Annam																																			
Phanrang, Annam	7016913	11.564315	108.988581	Inhabited place	Point	https://www.google.com/maps/place/11.564315+108.988581		false	Phanrang, Annam	Padaran, Phanrang, Annam																																		
Phatdiem		20.092289	106.086366		Point	https://www.google.com/maps/place/20.092289+106.086366		false	Phatdiem, Tonkin	Phatdiem																																		
Phatdien, Tonkin	1087195	20.1	106.1167	Inhabited place	Point	https://www.google.com/maps/place/20.1+106.1167		false	Phatdien, Tonkin																																			
Philippines	1000135	13	122	Nation	Polygon	https://www.google.com/maps/place/13+122		false	P. I.	P.I.	P.l.	P I.	Philippines	Philippi																														
Philippines	1000135	13	122	Nation	Polygon	https://www.google.com/maps/place/13+122		false	Philipines	Philippii																																		
Phnompenh	7004076	11.5833	104.9167	Inhabited place	Point	https://www.google.com/maps/place/11.5833+104.9167		false	Phnompenh	Phnompenh, Cambodge	Phnompenh, Cambodia	Phnompent, Cambodia	Phompenh, Cambodia	Phnompenh, Cochin China	Pnompenh, Cambodge	Pnompenh, Cambodia																												
Phu-ly, Tonkin	1087201	20.545	105.912	Inhabited place	Point	https://www.google.com/maps/place/20.545+105.912		false	Phuly, Tonkin																																			
Phu-nhai, Tonkin Central		20.299957	106.362888		Point	https://www.google.com/maps/place/20.299957+106.362888	Lies in Nam Dinh Province (TGN: 7594828)	false	Phunhai, Tonkin Central																																			
Phu-yen, Annam	1087207	21.25	104.65	Inhabited place	Point	https://www.google.com/maps/place/21.25+104.65		false	Phu-yen, Annam	Phuyen, Annam																																		
Phuc-nhac, Tonkin		20.162076	106.07991		Point	https://www.google.com/maps/place/20.162076+106.07991	Lies in Nihn Binh Province (TGN: 7594830)	false	Phuc-nhac, Tonkin																																			
Phulang-thuong	1087048	21.2667	106.2	Inhabited place	Point	https://www.google.com/maps/place/21.2667+106.2	Today: Bac Giang (https://fr.wikipedia.org/wiki/B%E1%BA%AFc_Giang)	false	Phulang-thuong	Phulang-thuong, Tonkin	Phulangthuong, Tonkin	Phulang-thuang, Tonkin	Phulang-Thuang,Tonkin	Phulang-Thuong, Tonkin																														
Pingtu	1070858	36.784444	119.946389	Inhabited place	Point	https://www.google.com/maps/place/36.784444+119.946389		false	Pingtu, Shantung																																			
Pingyangfu, Shansi	1069846	36.088889	111.518889	Inhabited place	Point	https://www.google.com/maps/place/36.088889+111.518889		false	Pingyang-fu, Shansi	Pingyangfu Shansi	Ping-yan-fu, Shansi	Pingyang	Ping Yang-foo, Shansi	Ping-yang-fu, Shansi																														
Pingyao, Shansi	1139436	37.2025	112.178056	Inhabited place	Point	https://www.google.com/maps/place/37.2025+112.178056		false	Pingyao, Shansi																																			
Port Arthur	7002202	38.8	121.266667	Inhabited place	Point	https://www.google.com/maps/place/38.8+121.266667	Today: Lüshun	false	Port Arthur	Port Arthur, North China	Port Authur																																	
Port Dickson	1082920	2.5167	101.8	Inhabited place	Point	https://www.google.com/maps/place/2.5167+101.8		false	Port Dickson	Port Dickson, N. Sembilan																																		
Port Swettenham		3	101.4		Point	https://www.google.com/maps/place/3+101.4		false	Port Swettenham	Pt. Swettenham	Pt., Swettenham																																	
Possiet, Siberia	1058618	42.65	130.7833	Inhabited place	Point	https://www.google.com/maps/place/42.65+130.7833	Also spelt "Posyet"	false	Possiet, Siberia																																			
Poulo Condore, Cochinchina	1009946	8.7	106.5833	Island (landform)	Polygon	https://www.google.com/maps/place/8.7+106.5833	The modern name for these islands is: Đảo Côn Sơn	false	Poulo Condore, Cochin China																																			
Prey-veng, Cambodia	1066426	11.4833	105.3167	Inhabited place	Point	https://www.google.com/maps/place/11.4833+105.3167		false	Prey-veng, Cambodge																																			
Province Wellesley, Penang		5.371611	100.413161		Point	https://www.google.com/maps/place/5.371611+100.413161	Area Known today by the Malaysian name "Seberang Perai", it forms the other, mainland half of Penang (TGN: 7018057), adjacent to Penang Island.	true	Province Wellesley																																			
Pursat	1066422	12.5333	103.9167	Inhabited place	Point	https://www.google.com/maps/place/12.5333+103.9167	in Cambodia not Vietnam	true	Pursat	Pursat, Cambodge	Pursat, Cochinchine	Pursat, Cambodia																																
Pyongyang, Korea	7001329	39.019	125.754	Inhabited place	Point	https://www.google.com/maps/place/39.019+125.754		false	Pyeng Yang, Corea																																			
Quananh, Tonkin						https://www.google.com/maps/place/+	Not Found	true	Quananh Tonkin																																			
Quang Binh, Annam	7594834	17.5	106.333333	Province	Polygon	https://www.google.com/maps/place/17.5+106.333333	Refers to a Province	false	Quangbinh, Annam																																			
Quang Ngai	1087217	15.15	108.8333	Inhabited place	Point	https://www.google.com/maps/place/15.15+108.8333		true	Nam-ngai, Annam																																			
Quang Yen, Tonkin						https://www.google.com/maps/place/+	3 possibilities in North Vietnam, the largest of which is near Hai Phong, but has no TGN, (20.938379, 106.796402)	true	Quangyen, Tonkin	Quang Yen, Tonkin	Quang-yen, Tonkin	Quanyen, Tonkin																																
Qui Nhon, Annam	7004241	13.7833	109.1833	Inhabited place	Point	https://www.google.com/maps/place/13.7833+109.1833		false	Quinhon, Annam																																			
Quop, Sarawak		1.409278	110.366966		Point	https://www.google.com/maps/place/1.409278+110.366966	No TGN, but rather clear, but small location: Kampung Kuap	false	Quop, Sarawak																																			
Rachgia	1087222	10.012	105.13	Inhabited place	Point	https://www.google.com/maps/place/10.012+105.13		false	Rachgia	Rachgia, Cambodge	Rachgia, Cochin-China																																	
Raheng, Siam	7000970	16.5833	98.8333	Province	Polygon	https://www.google.com/maps/place/16.5833+98.8333	Likely refers to the province, nowadays called "Tak"	false	Raheng, Siam																																			
Rajaburi, Siam	7000943	13.5833	99.5333	Province	Polygon	https://www.google.com/maps/place/13.5833+99.5333	Ratchaburi Province is listed here, but there is also a city by a similar name	false	Rajaburee, Siam																																			
Rajang, Sarawak	1128986	null	null	River	Polygon	https://www.google.com/maps/place/null+null	Uncertain where precisely this refers to; the river in Sarawak has a TGN, but it's not clear if it refers to Sibu, the only major settlement on the river or just the sub-region	true	Rejang, Sarawak																																			
Rangoon	7002152	16.7833	96.1667	Inhabited place	Point	https://www.google.com/maps/place/16.7833+96.1667		false	Rangoon																																			
Rasdolnoc						https://www.google.com/maps/place/+	multiple possibilites	true	Rasdolnoc, Eastern Siberia	Rasdolnoc																																		
Raub	1082925	3.9	101.7833	Inhabited place	Point	https://www.google.com/maps/place/3.9+101.7833		false	Raub	Raub, Pahan																																		
Rawang	1082926	3.3333	101.5667	Inhabited place	Point	https://www.google.com/maps/place/3.3333+101.5667		false	Rawang, Selangor	Rawang																																		
Sa Ky, Annam		15.215194	108.914528		Point	https://www.google.com/maps/place/+	Highly uncertain, but possiby "Sa Kỳ" (15.215194, 108.914528)	true	Saky, Annam																																			
Sa-dec, Cochinchine	1087224	10.3	105.7667	Inhabited place	Point	https://www.google.com/maps/place/10.3+105.7667		false	Sadec, Cochinchine																																			
Saga	7004890	33.2667	130.3	Inhabited place	Point	https://www.google.com/maps/place/33.2667+130.3		false	Saga	Saga, Japan																																		
Sagalien	7019034	null	null	Island (landform)	Polygon	https://www.google.com/maps/place/null+null	https://en.wikipedia.org/wiki/Sakhalin	true	Sagalien	Sagalien, Siberia																																		
Sahnynh, Annam						https://www.google.com/maps/place/+	Highly uncertain: Possibly "Sanh Ngân" (13.980695, 108.986943) or less likely some derivative of "Khe Sahn"	true	Sahnynh, Annam																																			
Saigoi, Tibet	8179428	29.104	88.504	Inhabited place	Point	https://www.google.com/maps/place/29.104+88.504	There is a small possibility that it is a typo/mispelling of Saigon	true	Saigoi																																			
Saigon	7001069	10.75	106.6667	Inhabited place	Point	https://www.google.com/maps/place/10.75+106.6667		false	Saigen	Saigon	Saigon.	Saig	Sagion	Saigan	Siagon																													
Saigou	8500920	34.995571	111.984558	Inhabited place	Point	https://www.google.com/maps/place/34.995571+111.984558		false	Saigou																																			
Sakan, Annam						https://www.google.com/maps/place/+	Not found.	true	Sakan, Annam																																			
Samshui	7018121	23.172804	112.833545	Inhabited place	Point	https://www.google.com/maps/place/23.172804+112.833545		false	Samshui																																			
Sandakan	1082935	5.8667	118.0667	Inhabited place	Point	https://www.google.com/maps/place/5.8667+118.0667		false	Sandakan	Sandakan, B. N. B.	Sandakan, B. N. Borneo	Sandakan, British North Borneo	Sandaken	Sandakan, B. N. B	Sandakan, British North B'neo	Sandakan, B.N.B.	Sandakan, British N. Borneo	Samdakan	Sandakan, British N. Bornoe																									
Santuao	6005244	26.641	119.677	Inhabited place	Point	https://www.google.com/maps/place/26.641+119.677		false	Santuao																																			
Sapporo	7004805	43.0833	141.35	Inhabited place	Point	https://www.google.com/maps/place/43.0833+141.35		false	Sapporo, Japan																																			
Sarawak	1001952	2.5	113.5	State (political division)	Polygon	https://www.google.com/maps/place/2.5+113.5		false	Sarawak	Sarwrak																																		
Sebetan		1.7894	111.360498		Polygon	https://www.google.com/maps/place/1.7894+111.360498		true	Sebetan, Sarawak	Sebetan																																		
Selangor	7016804	3.166667	101.5	State (political division)	Polygon	https://www.google.com/maps/place/3.166667+101.5		false	Selanger	Selangor	S'ger	S’gor	Selangor.	F.M.S. Selanor	Selangor,	Selangor, F. M. S.	Selangr																											
Semarang	1078528	-6.9667	110.4833	Inhabited place	Point	https://www.google.com/maps/place/-6.9667+110.4833		false	Semarang	Semerang																																		
Sendai	7004809	38.2667	140.8667	Inhabited place	Point	https://www.google.com/maps/place/38.2667+140.8667	There is a small possibility for this to be confused with Satsumasendai	true	Sendai, Japan																																			
Seoul	7002223	37.5333	127	Inhabited place	Point	https://www.google.com/maps/place/37.5333+127		false	Seoul	Seoul.	Seoul, Corea	Seoul, Korea																																
Tabewie Seoul							two places	true	Tabewie Seoul																																			
Tabowie	7002229				Point		seems to be a mine in Unsan North Corea	false	Tabowie, Chosen																																			
Sepang District		2.75	101.666667		Polygon	https://www.google.com/maps/place/2.75+101.666667		false	Sepang District	Sepang, Selangor																																		
Serangoon	1084941	1.3833	103.9167	Inhabited place	Point	https://www.google.com/maps/place/1.3833+103.9167		false	Serangoon																																			
Seremban	1082951	2.7	101.9	Inhabited place	Point	https://www.google.com/maps/place/2.7+101.9	Was founded as Sungei Ujong (https://en.wikipedia.org/wiki/Seremban)	false	Seramban	Seremban	Sungei Ujong	Sungei LTjong	Sungci Ujong	Seremban, Negri Sembilan		Sungoi Ujong																												
Setapak	1082953	3.1833	101.7	Inhabited place	Point	https://www.google.com/maps/place/3.1833+101.7		false	Sepatak, Selangor	Setapak, Selangor	Setapak																																	
Shan Hai Kwan	1071515	40.0025	119.748889	Inhabited place	Point	https://www.google.com/maps/place/40.0025+119.748889		false	Shan Hai Kwan	Shan-hai-kwan																																		
Shang-szu	7001891	22.816667	108.316667	Inhabited place	Point	https://www.google.com/maps/place/22.816667+108.316667	seems to be a district of Nanning	true	Shang-szu, Kwangso	Shang-szu																																		
Shanghai	7023856	31.222222	121.458056	Inhabited place	Point	https://www.google.com/maps/place/31.222222+121.458056		false	Shangai	Shangha	Shanghag	Shanghai	Shanghai.	Shanghai hai	Shangihai	Shanhai	S'hai	S'hai.	S’hai	S’hai.	Shahgeai	Shanghui	Slianghai	Shangl	Shnaghai	Shangliai	Shang	Shaanghai	Shitngliai	Shangnai	Shganhai	Shang’	Shanghai,	Shsnghai	Shagnhai	Shanghai '	Sh anghai	Shanghai (abt.)	Shanghal	Shangkai				
Shangtung	8574670	28.453934	120.395417	Inhabited place	Point	https://www.google.com/maps/place/28.453934+120.395417	Most probably this referes to: Shangdong, Zhejiang Province (But not necessarily)	true	Shangtung																																			
Shansi	7002086				Polygon	https://www.google.com/maps/place/+	many possibilities Region / inhabited places	true	Shansi																																			
Shantung	7002085				Polygon	https://www.google.com/maps/place/+	Uncertain without more info: Could refer to Shandong Province (TGN: 7002085), but cannot really be sure.	true	Shantung																																			
Shaohing, Chekiang Province	1071553	30.011019	120.571528	Inhabited place	Point	https://www.google.com/maps/place/30.011019+120.571528		false	Shaohing, Chekiang	Shaohing, Chekiang Province	Shaohsing, Chekiang Province																																	
Shaowu, Fokien Province	1071552	27.340891	117.483096	Inhabited place	Point	https://www.google.com/maps/place/27.340891+117.483096		false	Shaowu, Fokien Province																																			
Shasi	1071559	30.307222	112.244722	Inhabited place	Point	https://www.google.com/maps/place/30.307222+112.244722		false	Shasi	Shasì																																		
Shek-hing, Kwangse						https://www.google.com/maps/place/+	Not Found (Somewhere in Guangxi Province seemingly)	true	Shek-hing, Kwangse																																			
Shensi	7002084	35.25	109.25	Province	Polygon	https://www.google.com/maps/place/35.25+109.25	Shaanxi Province	false	Shensi																																			
Shimonoseki	7004468	33.9833	130.9667	Inhabited place	Point	https://www.google.com/maps/place/33.9833+130.9667		false	Shimonoseki																																			
Shizuoka	1001031	35.025216	138.325424	Prefecture	Polygon	https://www.google.com/maps/place/35.025216+138.325424		false	Shidzuoka																																			
Shizuoka, Japan	7004816	34.9833	138.4	Inhabited place	Point	https://www.google.com/maps/place/34.9833+138.4		false	Shidzuaka, Japan	Shidzuoka, Japan																																		
Shou-yang-hsien, Shansi	1071787	37.908013	113.150438	Inhabited place	Point	https://www.google.com/maps/place/37.908013+113.150438		false	Sheo-yang-hsien, Shansi	Sheoyanghsien, Shansi	Sheoyanghsien, Shensi																																	
Si-ngan-fu, Shensi	7001810	34.258333	108.928611	Inhabited place	Point	https://www.google.com/maps/place/34.258333+108.928611	Xi'an, Shaanxi Province is the modern name	false	Si-gan, Shensi	Si-ngan, Shensi	Si-ngan district, Shensi	Si-ngan-fu	Si-ngan-fu, Shensi	Singan, Shensi	Si-ngan district, Shen-si																													
Siam	1000142	15	100	Nation	Polygon	https://www.google.com/maps/place/15+100		false	Siam	Siam f																																		
